order_id,order_date,order_time,customer_id
62,1/1/2015,20:50:16,62
63,1/1/2015,20:51:42,63
64,1/1/2015,20:52:08,64
65,1/1/2015,21:16:00,65
66,1/1/2015,21:47:55,66
67,1/1/2015,22:03:40,67
68,1/1/2015,22:07:32,68
69,1/1/2015,22:12:13,69
70,2/1/2015,11:38:51,70
71,2/1/2015,11:40:50,71
72,2/1/2015,11:57:25,72
73,2/1/2015,11:58:56,73
74,2/1/2015,12:01:12,74
75,2/1/2015,12:10:15,75
76,2/1/2015,12:21:17,76
77,2/1/2015,12:22:46,77
78,2/1/2015,12:28:14,78
79,2/1/2015,12:29:11,79
80,2/1/2015,12:35:38,80
81,2/1/2015,12:40:01,81
82,2/1/2015,12:45:51,82
83,2/1/2015,12:53:27,83
84,2/1/2015,13:13:41,84
85,2/1/2015,13:34:49,85
86,2/1/2015,13:40:31,86
87,2/1/2015,14:01:02,87
88,2/1/2015,14:10:08,88
89,2/1/2015,14:30:19,89
90,2/1/2015,15:08:48,90
91,2/1/2015,15:14:43,91
92,2/1/2015,15:17:02,92
93,2/1/2015,15:29:31,93
94,2/1/2015,16:17:16,94
95,2/1/2015,16:18:04,95
96,2/1/2015,16:21:20,96
97,2/1/2015,16:45:33,97
98,2/1/2015,17:18:18,98
99,2/1/2015,17:45:42,99
100,2/1/2015,17:46:17,100
101,2/1/2015,17:51:33,101
102,2/1/2015,17:54:04,102
103,2/1/2015,18:02:09,103
104,2/1/2015,18:02:12,104
105,2/1/2015,18:12:01,105
106,2/1/2015,18:12:13,106
107,2/1/2015,18:25:09,107
108,2/1/2015,18:25:25,108
109,2/1/2015,18:27:50,109
110,2/1/2015,18:36:19,110
111,2/1/2015,18:38:01,111
112,2/1/2015,18:41:40,112
113,2/1/2015,18:50:21,113
114,2/1/2015,18:59:32,114
115,2/1/2015,19:05:17,115
116,2/1/2015,19:18:49,116
117,2/1/2015,19:23:02,117
118,2/1/2015,19:26:59,118
119,2/1/2015,19:32:29,119
120,2/1/2015,19:35:07,120
121,2/1/2015,19:38:48,121
122,2/1/2015,19:50:19,122
123,2/1/2015,20:12:09,123
124,2/1/2015,20:12:34,124
125,2/1/2015,20:31:06,125
126,2/1/2015,20:53:42,126
127,2/1/2015,20:58:23,127
128,2/1/2015,21:05:06,128
129,2/1/2015,21:13:02,129
130,2/1/2015,21:14:55,130
131,2/1/2015,21:33:10,131
132,2/1/2015,21:42:45,132
133,2/1/2015,22:00:17,133
134,2/1/2015,22:13:24,134
135,2/1/2015,22:29:34,135
136,2/1/2015,22:32:49,136
137,3/1/2015,11:34:10,137
138,3/1/2015,11:44:50,138
139,3/1/2015,11:57:39,139
140,3/1/2015,12:26:44,140
141,3/1/2015,13:16:01,141
142,3/1/2015,13:33:59,142
143,3/1/2015,13:41:36,143
144,3/1/2015,13:44:28,144
145,3/1/2015,13:53:48,145
146,3/1/2015,14:22:10,146
147,3/1/2015,14:32:51,147
148,3/1/2015,14:40:42,148
149,3/1/2015,14:48:45,149
150,3/1/2015,14:49:58,150
151,3/1/2015,15:09:34,151
152,3/1/2015,15:09:42,152
153,3/1/2015,15:16:34,153
154,3/1/2015,15:22:43,154
155,3/1/2015,15:28:59,155
156,3/1/2015,15:42:19,156
157,3/1/2015,15:43:03,157
158,3/1/2015,15:54:30,158
159,3/1/2015,15:59:22,159
160,3/1/2015,16:35:33,160
161,3/1/2015,16:43:46,161
162,3/1/2015,16:51:22,162
163,3/1/2015,16:54:54,163
164,3/1/2015,16:56:33,164
165,3/1/2015,16:57:37,165
166,3/1/2015,16:58:51,166
167,3/1/2015,17:00:49,167
168,3/1/2015,17:02:27,168
169,3/1/2015,17:15:48,169
170,3/1/2015,17:21:31,170
171,3/1/2015,17:23:03,171
172,3/1/2015,17:29:24,172
173,3/1/2015,17:35:30,173
174,3/1/2015,17:37:49,174
175,3/1/2015,17:50:51,175
176,3/1/2015,17:51:57,176
177,3/1/2015,17:54:36,177
178,3/1/2015,18:15:03,178
179,3/1/2015,18:20:14,179
180,3/1/2015,18:33:34,180
181,3/1/2015,18:49:32,181
182,3/1/2015,18:50:10,182
183,3/1/2015,18:54:55,183
184,3/1/2015,18:59:05,184
185,3/1/2015,19:08:33,185
186,3/1/2015,19:36:00,186
187,3/1/2015,19:37:12,187
188,3/1/2015,20:08:39,188
189,3/1/2015,20:12:14,189
190,3/1/2015,20:14:23,190
191,3/1/2015,20:24:50,191
192,3/1/2015,20:30:08,192
193,3/1/2015,20:55:47,193
194,3/1/2015,21:21:24,194
195,3/1/2015,21:25:20,195
196,3/1/2015,21:40:14,196
197,3/1/2015,21:47:48,197
198,3/1/2015,21:55:42,198
199,3/1/2015,22:10:38,199
200,3/1/2015,22:24:05,200
201,3/1/2015,22:29:59,201
202,3/1/2015,22:50:29,202
203,4/1/2015,11:30:48,203
204,4/1/2015,11:36:25,204
205,4/1/2015,11:43:54,205
206,4/1/2015,11:45:10,206
207,4/1/2015,12:03:58,207
208,4/1/2015,12:12:05,208
209,4/1/2015,12:29:17,209
210,4/1/2015,12:34:13,210
211,4/1/2015,12:54:20,211
212,4/1/2015,13:16:03,212
213,4/1/2015,13:20:39,213
214,4/1/2015,13:39:16,214
215,4/1/2015,13:44:49,215
216,4/1/2015,14:31:56,216
217,4/1/2015,14:35:03,217
218,4/1/2015,14:35:11,218
219,4/1/2015,14:42:01,219
220,4/1/2015,15:31:59,220
221,4/1/2015,15:33:18,221
222,4/1/2015,15:46:38,222
223,4/1/2015,16:08:20,223
224,4/1/2015,16:39:58,224
225,4/1/2015,16:41:48,225
226,4/1/2015,16:59:39,226
227,4/1/2015,17:24:39,227
228,4/1/2015,17:31:24,228
229,4/1/2015,17:37:57,229
230,4/1/2015,17:58:38,230
231,4/1/2015,18:04:18,231
232,4/1/2015,18:21:59,232
233,4/1/2015,18:26:51,233
234,4/1/2015,18:36:09,234
235,4/1/2015,18:51:30,235
236,4/1/2015,19:21:04,236
237,4/1/2015,19:27:48,237
238,4/1/2015,19:45:15,238
239,4/1/2015,19:57:52,239
240,4/1/2015,20:10:24,240
241,4/1/2015,20:11:25,241
242,4/1/2015,20:15:29,242
243,4/1/2015,20:26:17,243
244,4/1/2015,20:26:22,244
245,4/1/2015,20:28:41,245
246,4/1/2015,20:30:48,246
247,4/1/2015,20:55:29,247
248,4/1/2015,20:58:19,248
249,4/1/2015,21:06:16,249
250,4/1/2015,21:07:05,250
251,4/1/2015,21:10:05,251
252,4/1/2015,22:13:15,252
253,4/1/2015,22:16:18,253
254,4/1/2015,22:22:13,254
255,5/1/2015,11:23:35,255
256,5/1/2015,11:56:06,256
257,5/1/2015,11:59:04,257
258,5/1/2015,11:59:23,258
259,5/1/2015,12:04:25,259
260,5/1/2015,12:06:27,260
261,5/1/2015,12:38:29,261
262,5/1/2015,12:42:01,262
263,5/1/2015,12:57:22,263
264,5/1/2015,13:03:59,264
265,5/1/2015,13:04:42,265
266,5/1/2015,13:09:29,266
267,5/1/2015,13:37:50,267
268,5/1/2015,13:40:46,268
269,5/1/2015,13:49:34,269
270,5/1/2015,14:09:02,270
271,5/1/2015,14:22:19,271
272,5/1/2015,14:24:05,272
273,5/1/2015,14:28:00,273
274,5/1/2015,14:36:33,274
275,5/1/2015,14:38:14,275
276,5/1/2015,15:18:18,276
277,5/1/2015,15:41:50,277
278,5/1/2015,15:49:21,278
279,5/1/2015,16:07:03,279
280,5/1/2015,16:20:23,280
281,5/1/2015,16:33:48,281
282,5/1/2015,16:49:38,282
283,5/1/2015,16:51:43,283
284,5/1/2015,16:58:16,284
285,5/1/2015,16:58:38,285
286,5/1/2015,17:01:23,286
287,5/1/2015,17:30:09,287
288,5/1/2015,17:32:44,288
289,5/1/2015,17:36:23,289
290,5/1/2015,17:41:16,290
291,5/1/2015,17:44:39,291
292,5/1/2015,17:48:59,292
293,5/1/2015,17:58:38,293
294,5/1/2015,18:16:35,294
295,5/1/2015,18:20:12,295
296,5/1/2015,18:46:54,296
297,5/1/2015,19:02:18,297
298,5/1/2015,19:10:36,298
299,5/1/2015,19:34:31,299
300,5/1/2015,19:42:54,300
301,5/1/2015,19:45:58,301
302,5/1/2015,19:57:37,302
303,5/1/2015,20:02:51,303
304,5/1/2015,20:07:58,304
305,5/1/2015,20:35:40,305
306,5/1/2015,20:37:40,306
307,5/1/2015,21:45:38,307
308,5/1/2015,21:59:46,308
309,6/1/2015,11:39:06,309
310,6/1/2015,11:40:48,310
311,6/1/2015,11:57:27,311
312,6/1/2015,12:05:21,312
313,6/1/2015,12:09:09,313
314,6/1/2015,12:11:58,314
315,6/1/2015,12:17:40,315
316,6/1/2015,12:29:34,316
317,6/1/2015,12:31:00,317
318,6/1/2015,12:45:14,318
319,6/1/2015,12:46:22,319
320,6/1/2015,12:46:40,320
321,6/1/2015,12:56:21,321
322,6/1/2015,13:02:13,322
323,6/1/2015,13:05:33,323
324,6/1/2015,13:06:44,324
325,6/1/2015,13:07:32,325
326,6/1/2015,13:10:13,326
327,6/1/2015,13:10:54,327
328,6/1/2015,13:16:35,328
329,6/1/2015,13:22:44,329
330,6/1/2015,13:27:11,330
331,6/1/2015,13:43:30,331
332,6/1/2015,14:12:01,332
333,6/1/2015,14:16:36,333
334,6/1/2015,14:24:18,334
335,6/1/2015,14:24:47,335
336,6/1/2015,14:51:41,336
337,6/1/2015,15:03:12,337
338,6/1/2015,15:18:26,338
339,6/1/2015,15:25:13,339
340,6/1/2015,15:35:32,340
341,6/1/2015,15:35:47,341
342,6/1/2015,15:44:12,342
343,6/1/2015,15:45:37,343
344,6/1/2015,16:01:11,344
345,6/1/2015,16:01:47,345
346,6/1/2015,16:30:00,346
347,6/1/2015,16:37:17,347
348,6/1/2015,16:49:12,348
349,6/1/2015,17:25:58,349
350,6/1/2015,17:37:05,350
351,6/1/2015,17:37:29,351
352,6/1/2015,17:45:48,352
353,6/1/2015,17:59:48,353
354,6/1/2015,18:01:44,354
355,6/1/2015,18:14:45,355
356,6/1/2015,18:16:05,356
357,6/1/2015,18:27:58,357
358,6/1/2015,18:30:12,358
359,6/1/2015,18:33:08,359
360,6/1/2015,18:50:38,360
361,6/1/2015,19:12:38,361
362,6/1/2015,19:13:36,362
363,6/1/2015,19:20:31,363
364,6/1/2015,19:27:24,364
365,6/1/2015,19:37:26,365
366,6/1/2015,20:04:20,366
367,6/1/2015,20:05:12,367
368,6/1/2015,20:28:16,368
369,6/1/2015,20:30:06,369
370,6/1/2015,21:02:30,370
371,6/1/2015,21:15:20,371
372,6/1/2015,22:26:59,372
373,7/1/2015,11:45:18,373
374,7/1/2015,11:55:59,374
375,7/1/2015,11:58:36,375
376,7/1/2015,12:01:17,376
377,7/1/2015,12:03:18,377
378,7/1/2015,12:19:37,378
379,7/1/2015,12:25:37,379
380,7/1/2015,12:32:10,380
381,7/1/2015,12:33:06,381
382,7/1/2015,12:33:07,382
383,7/1/2015,12:43:59,383
384,7/1/2015,12:51:46,384
385,7/1/2015,12:54:19,385
386,7/1/2015,12:58:16,386
387,7/1/2015,13:03:14,387
388,7/1/2015,13:04:56,388
389,7/1/2015,13:10:17,389
390,7/1/2015,13:15:32,390
391,7/1/2015,13:25:31,391
392,7/1/2015,13:36:47,392
393,7/1/2015,13:48:31,393
394,7/1/2015,14:02:18,394
395,7/1/2015,14:11:08,395
396,7/1/2015,14:12:21,396
397,7/1/2015,14:31:10,397
398,7/1/2015,14:56:26,398
399,7/1/2015,15:47:49,399
400,7/1/2015,16:03:07,400
401,7/1/2015,16:08:35,401
402,7/1/2015,16:24:46,402
403,7/1/2015,16:26:10,403
404,7/1/2015,16:39:27,404
405,7/1/2015,16:44:16,405
406,7/1/2015,16:50:49,406
407,7/1/2015,16:56:42,407
408,7/1/2015,17:09:09,408
409,7/1/2015,17:15:04,409
410,7/1/2015,17:33:49,410
411,7/1/2015,17:58:09,411
412,7/1/2015,18:07:46,412
413,7/1/2015,18:11:32,413
414,7/1/2015,18:13:22,414
415,7/1/2015,18:16:23,415
416,7/1/2015,18:17:42,416
417,7/1/2015,18:24:40,417
418,7/1/2015,18:40:11,418
419,7/1/2015,19:02:31,419
420,7/1/2015,19:04:40,420
421,7/1/2015,19:21:58,421
422,7/1/2015,19:30:25,422
423,7/1/2015,19:45:07,423
424,7/1/2015,20:01:28,424
425,7/1/2015,20:21:19,425
426,7/1/2015,20:25:45,426
427,7/1/2015,21:49:00,427
428,7/1/2015,22:05:00,428
429,7/1/2015,22:16:53,429
430,7/1/2015,22:46:13,430
431,8/1/2015,11:17:13,431
432,8/1/2015,11:39:07,432
433,8/1/2015,11:49:50,433
434,8/1/2015,11:54:14,434
435,8/1/2015,12:06:09,435
436,8/1/2015,12:07:21,436
437,8/1/2015,12:07:54,437
438,8/1/2015,12:08:38,438
439,8/1/2015,12:13:08,439
440,8/1/2015,12:16:34,440
441,8/1/2015,12:16:58,441
442,8/1/2015,12:28:49,442
443,8/1/2015,12:34:20,443
444,8/1/2015,12:40:05,444
445,8/1/2015,12:57:39,445
446,8/1/2015,12:58:01,446
447,8/1/2015,13:02:00,447
448,8/1/2015,13:03:34,448
449,8/1/2015,13:04:15,449
450,8/1/2015,13:07:53,450
451,8/1/2015,13:19:06,451
452,8/1/2015,13:24:11,452
453,8/1/2015,13:27:14,453
454,8/1/2015,13:31:40,454
455,8/1/2015,13:39:14,455
456,8/1/2015,13:47:53,456
457,8/1/2015,13:59:04,457
458,8/1/2015,14:00:05,458
459,8/1/2015,14:14:02,459
460,8/1/2015,14:19:58,460
461,8/1/2015,14:21:19,461
462,8/1/2015,14:38:41,462
463,8/1/2015,14:40:28,463
464,8/1/2015,14:49:01,464
465,8/1/2015,14:55:23,465
466,8/1/2015,15:30:10,466
467,8/1/2015,15:33:13,467
468,8/1/2015,15:36:12,468
469,8/1/2015,15:37:18,469
470,8/1/2015,15:49:13,470
471,8/1/2015,16:20:26,471
472,8/1/2015,16:29:50,472
473,8/1/2015,16:41:27,473
474,8/1/2015,16:47:48,474
475,8/1/2015,17:15:17,475
476,8/1/2015,17:27:56,476
477,8/1/2015,17:30:04,477
478,8/1/2015,17:35:56,478
479,8/1/2015,17:37:03,479
480,8/1/2015,17:41:31,480
481,8/1/2015,17:41:37,481
482,8/1/2015,17:52:42,482
483,8/1/2015,17:54:05,483
484,8/1/2015,18:02:54,484
485,8/1/2015,18:07:31,485
486,8/1/2015,18:15:08,486
487,8/1/2015,18:30:16,487
488,8/1/2015,18:46:02,488
489,8/1/2015,18:48:43,489
490,8/1/2015,18:49:24,490
491,8/1/2015,19:01:12,491
492,8/1/2015,19:06:21,492
493,8/1/2015,19:31:47,493
494,8/1/2015,19:38:40,494
495,8/1/2015,19:42:52,495
496,8/1/2015,19:46:18,496
497,8/1/2015,19:49:26,497
498,8/1/2015,20:02:25,498
499,8/1/2015,21:10:46,499
500,8/1/2015,21:46:49,500
501,8/1/2015,21:51:31,501
502,8/1/2015,22:26:08,502
503,9/1/2015,11:16:21,503
504,9/1/2015,11:48:18,504
505,9/1/2015,11:55:10,505
506,9/1/2015,12:02:09,506
507,9/1/2015,12:06:03,507
508,9/1/2015,12:13:32,508
509,9/1/2015,12:13:58,509
510,9/1/2015,12:15:03,510
511,9/1/2015,12:18:21,511
512,9/1/2015,12:19:24,512
513,9/1/2015,12:22:48,513
514,9/1/2015,12:26:47,514
515,9/1/2015,13:07:37,515
516,9/1/2015,13:09:09,516
517,9/1/2015,13:09:11,517
518,9/1/2015,13:11:25,518
519,9/1/2015,13:15:20,519
520,9/1/2015,13:22:33,520
521,9/1/2015,13:43:07,521
522,9/1/2015,14:09:33,522
523,9/1/2015,14:42:14,523
524,9/1/2015,14:51:35,524
525,9/1/2015,15:08:46,525
526,9/1/2015,15:10:13,526
527,9/1/2015,15:23:37,527
528,9/1/2015,15:27:21,528
529,9/1/2015,15:31:01,529
530,9/1/2015,15:43:01,530
531,9/1/2015,15:58:10,531
532,9/1/2015,16:14:28,532
533,9/1/2015,16:28:43,533
534,9/1/2015,16:43:32,534
535,9/1/2015,17:08:47,535
536,9/1/2015,17:18:50,536
537,9/1/2015,17:23:52,537
538,9/1/2015,17:44:04,538
539,9/1/2015,17:51:34,539
540,9/1/2015,17:52:41,540
541,9/1/2015,18:07:47,541
542,9/1/2015,18:08:06,542
543,9/1/2015,18:23:59,543
544,9/1/2015,18:31:04,544
545,9/1/2015,18:46:28,545
546,9/1/2015,18:47:27,546
547,9/1/2015,18:49:23,547
548,9/1/2015,19:06:09,548
549,9/1/2015,19:06:34,549
550,9/1/2015,19:12:59,550
551,9/1/2015,19:26:24,551
552,9/1/2015,19:31:25,552
553,9/1/2015,20:14:47,553
554,9/1/2015,20:15:51,554
555,9/1/2015,20:18:25,555
556,9/1/2015,20:23:12,556
557,9/1/2015,20:30:06,557
558,9/1/2015,20:51:10,558
559,9/1/2015,21:10:16,559
560,9/1/2015,21:13:48,560
561,9/1/2015,21:47:56,561
562,9/1/2015,22:04:05,562
563,9/1/2015,22:19:03,563
564,9/1/2015,22:32:32,564
565,10/1/2015,12:11:19,565
566,10/1/2015,12:21:19,566
567,10/1/2015,12:27:47,567
568,10/1/2015,12:28:53,568
569,10/1/2015,12:37:10,569
570,10/1/2015,13:13:59,570
571,10/1/2015,13:14:47,571
572,10/1/2015,13:15:32,572
573,10/1/2015,13:39:33,573
574,10/1/2015,13:40:54,574
575,10/1/2015,13:41:04,575
576,10/1/2015,13:44:22,576
577,10/1/2015,13:45:00,577
578,10/1/2015,13:48:49,578
579,10/1/2015,13:51:19,579
580,10/1/2015,13:56:01,580
581,10/1/2015,14:13:01,581
582,10/1/2015,14:24:14,582
583,10/1/2015,14:33:19,583
584,10/1/2015,15:05:29,584
585,10/1/2015,15:58:42,585
586,10/1/2015,16:09:57,586
587,10/1/2015,16:32:36,587
588,10/1/2015,16:33:36,588
589,10/1/2015,17:12:39,589
590,10/1/2015,17:23:39,590
591,10/1/2015,17:32:54,591
592,10/1/2015,17:41:55,592
593,10/1/2015,17:48:57,593
594,10/1/2015,17:50:19,594
595,10/1/2015,18:12:28,595
596,10/1/2015,18:24:07,596
597,10/1/2015,18:32:36,597
598,10/1/2015,18:34:14,598
599,10/1/2015,18:34:27,599
600,10/1/2015,18:53:52,600
601,10/1/2015,18:58:19,601
602,10/1/2015,19:02:27,602
603,10/1/2015,19:03:11,603
604,10/1/2015,19:13:29,604
605,10/1/2015,19:23:51,605
606,10/1/2015,19:27:18,606
607,10/1/2015,19:36:16,607
608,10/1/2015,19:36:33,608
609,10/1/2015,19:39:32,609
610,10/1/2015,19:51:02,610
611,10/1/2015,19:58:10,611
612,10/1/2015,19:58:15,612
613,10/1/2015,20:10:44,613
614,10/1/2015,20:12:33,614
615,10/1/2015,20:14:03,615
616,10/1/2015,20:20:10,616
617,10/1/2015,20:27:26,617
618,10/1/2015,20:31:14,618
619,10/1/2015,20:41:58,619
620,10/1/2015,20:45:45,620
621,10/1/2015,20:49:29,621
622,10/1/2015,20:57:41,622
623,10/1/2015,21:21:21,623
624,10/1/2015,21:22:44,624
625,10/1/2015,21:50:23,625
626,10/1/2015,21:55:12,626
627,10/1/2015,22:18:35,627
628,10/1/2015,22:47:17,628
629,10/1/2015,22:48:39,629
630,11/1/2015,11:42:08,630
631,11/1/2015,11:44:36,631
632,11/1/2015,11:44:52,632
633,11/1/2015,11:51:45,633
634,11/1/2015,12:14:15,634
635,11/1/2015,12:18:31,635
636,11/1/2015,12:34:44,636
637,11/1/2015,12:44:10,637
638,11/1/2015,12:49:26,638
639,11/1/2015,13:23:21,639
640,11/1/2015,13:28:08,640
641,11/1/2015,13:37:46,641
642,11/1/2015,13:40:00,642
643,11/1/2015,13:43:19,643
644,11/1/2015,13:52:52,644
645,11/1/2015,14:03:45,645
646,11/1/2015,14:07:26,646
647,11/1/2015,14:07:35,647
648,11/1/2015,14:17:17,648
649,11/1/2015,14:29:23,649
650,11/1/2015,14:34:05,650
651,11/1/2015,14:49:35,651
652,11/1/2015,16:03:38,652
653,11/1/2015,16:18:23,653
654,11/1/2015,16:34:07,654
655,11/1/2015,16:43:33,655
656,11/1/2015,16:44:49,656
657,11/1/2015,16:45:47,657
658,11/1/2015,16:55:24,658
659,11/1/2015,16:56:39,659
660,11/1/2015,17:09:36,660
661,11/1/2015,17:18:14,661
662,11/1/2015,17:21:49,662
663,11/1/2015,17:29:14,663
664,11/1/2015,17:35:14,664
665,11/1/2015,17:42:23,665
666,11/1/2015,17:42:25,666
667,11/1/2015,18:13:08,667
668,11/1/2015,18:13:12,668
669,11/1/2015,18:40:44,669
670,11/1/2015,18:46:25,670
671,11/1/2015,19:18:42,671
672,11/1/2015,19:18:46,672
673,11/1/2015,19:28:13,673
674,11/1/2015,19:33:05,674
675,11/1/2015,19:33:19,675
676,11/1/2015,19:44:57,676
677,11/1/2015,19:51:09,677
678,11/1/2015,19:52:49,678
679,11/1/2015,20:31:02,679
680,11/1/2015,21:07:30,680
681,11/1/2015,21:29:50,681
682,12/1/2015,11:38:15,682
683,12/1/2015,11:39:08,683
684,12/1/2015,12:01:23,684
685,12/1/2015,12:11:46,685
686,12/1/2015,12:13:07,686
687,12/1/2015,12:21:09,687
688,12/1/2015,12:26:41,688
689,12/1/2015,12:33:22,689
690,12/1/2015,12:42:10,690
691,12/1/2015,12:45:53,691
692,12/1/2015,12:53:37,692
693,12/1/2015,13:04:24,693
694,12/1/2015,13:30:47,694
695,12/1/2015,13:33:06,695
696,12/1/2015,13:49:40,696
697,12/1/2015,13:58:56,697
698,12/1/2015,14:08:16,698
699,12/1/2015,14:27:03,699
700,12/1/2015,14:31:13,700
701,12/1/2015,14:33:39,701
702,12/1/2015,14:38:35,702
703,12/1/2015,15:08:01,703
704,12/1/2015,15:28:25,704
705,12/1/2015,15:31:00,705
706,12/1/2015,15:39:04,706
707,12/1/2015,15:41:32,707
708,12/1/2015,15:52:44,708
709,12/1/2015,15:53:56,709
710,12/1/2015,15:59:52,710
711,12/1/2015,16:21:10,711
712,12/1/2015,16:22:18,712
713,12/1/2015,16:31:56,713
714,12/1/2015,16:55:08,714
715,12/1/2015,17:05:33,715
716,12/1/2015,17:06:05,716
717,12/1/2015,17:24:44,717
718,12/1/2015,17:46:30,718
719,12/1/2015,17:52:27,719
720,12/1/2015,17:53:59,720
721,12/1/2015,18:17:15,721
722,12/1/2015,18:20:58,722
723,12/1/2015,18:21:04,723
724,12/1/2015,18:24:47,724
725,12/1/2015,18:33:14,725
726,12/1/2015,18:34:25,726
727,12/1/2015,18:44:57,727
728,12/1/2015,18:53:17,728
729,12/1/2015,19:20:41,729
730,12/1/2015,19:22:00,730
731,12/1/2015,19:27:47,731
732,12/1/2015,19:30:17,732
733,12/1/2015,19:57:36,733
734,12/1/2015,20:00:30,734
735,12/1/2015,20:35:34,735
736,12/1/2015,21:35:14,736
737,13-01-2015,11:31:34,737
738,13-01-2015,12:16:47,738
739,13-01-2015,12:19:38,739
740,13-01-2015,12:29:51,740
741,13-01-2015,12:49:09,741
742,13-01-2015,12:53:01,742
743,13-01-2015,13:08:32,743
744,13-01-2015,13:34:48,744
745,13-01-2015,13:36:53,745
746,13-01-2015,13:41:13,746
747,13-01-2015,14:15:02,747
748,13-01-2015,14:27:31,748
749,13-01-2015,14:29:23,749
750,13-01-2015,14:48:09,750
751,13-01-2015,15:07:35,751
752,13-01-2015,15:19:25,752
753,13-01-2015,15:22:11,753
754,13-01-2015,15:47:56,754
755,13-01-2015,15:50:49,755
756,13-01-2015,15:55:11,756
757,13-01-2015,16:10:34,757
758,13-01-2015,16:14:43,758
759,13-01-2015,16:14:56,759
760,13-01-2015,16:27:40,760
761,13-01-2015,16:30:20,761
762,13-01-2015,16:36:36,762
763,13-01-2015,16:38:57,763
764,13-01-2015,16:39:39,764
765,13-01-2015,17:11:41,765
766,13-01-2015,17:21:45,766
767,13-01-2015,17:21:48,767
768,13-01-2015,17:23:34,768
769,13-01-2015,17:43:17,769
770,13-01-2015,17:44:13,770
771,13-01-2015,17:59:32,771
772,13-01-2015,18:07:59,772
773,13-01-2015,18:18:15,773
774,13-01-2015,18:31:07,774
775,13-01-2015,18:42:12,775
776,13-01-2015,18:50:43,776
777,13-01-2015,19:10:20,777
778,13-01-2015,19:18:08,778
779,13-01-2015,19:19:58,779
780,13-01-2015,20:12:49,780
781,13-01-2015,20:31:17,781
782,13-01-2015,20:36:27,782
783,13-01-2015,21:17:08,783
784,13-01-2015,21:39:41,784
785,14-01-2015,11:28:44,785
786,14-01-2015,11:35:30,786
787,14-01-2015,11:45:30,787
788,14-01-2015,11:46:19,788
789,14-01-2015,11:51:37,789
790,14-01-2015,12:07:30,790
791,14-01-2015,12:23:54,791
792,14-01-2015,12:37:48,792
793,14-01-2015,12:38:27,793
794,14-01-2015,12:39:16,794
795,14-01-2015,12:42:17,795
796,14-01-2015,12:43:09,796
797,14-01-2015,12:50:01,797
798,14-01-2015,12:50:30,798
799,14-01-2015,12:51:29,799
800,14-01-2015,12:54:35,800
801,14-01-2015,13:10:53,801
802,14-01-2015,13:23:47,802
803,14-01-2015,13:37:51,803
804,14-01-2015,13:42:01,804
805,14-01-2015,14:07:52,805
806,14-01-2015,14:12:22,806
807,14-01-2015,14:15:29,807
808,14-01-2015,14:15:32,808
809,14-01-2015,14:26:17,809
810,14-01-2015,14:48:30,810
811,14-01-2015,14:48:56,811
812,14-01-2015,15:37:45,812
813,14-01-2015,16:09:29,813
814,14-01-2015,16:21:23,814
815,14-01-2015,16:38:00,815
816,14-01-2015,17:04:08,816
817,14-01-2015,17:10:38,817
818,14-01-2015,17:15:50,818
819,14-01-2015,17:21:39,819
820,14-01-2015,17:24:09,820
821,14-01-2015,17:37:26,821
